CDSCode,NCESDist,NCESSchool,StatusType,County,District,School,Street,StreetAbr,City,Zip,State,MailStreet,MailStrAbr,MailCity,MailZip,MailState,Phone,Ext,FaxNumber,WebSite,OpenDate,ClosedDate,Charter,CharterNum,FundingType,DOC,DOCType,SOC,SOCType,EdOpsCode,EdOpsName,EILCode,EILName,GSoffered,GSserved,Virtual,Magnet,YearRoundYN,FederalDFCDistrictID,Latitude,Longitude,AdmFName,AdmLName,LastUpDate,Multilingual
37103710138594,0691030,14341,Active,San Diego,San Diego County Office of Education,Dual Language Immersion North County,2030 University Drive,2030 University Dr.,Vista,92803-7736,CA,2030 University Drive,2030 University Dr.,Vista,92803-7736,CA,(760) 631-6200,No Data,No Data,http://www.dlinorthcounty.org/,2018-08-27 00:00:00,No Data,Y,2023,Directly funded,0.0,County Office of Education (COE),60,Elementary Schools (Public),TRAD,Traditional,ELEM,Elementary,K-8,K-8,N,N,N,0601954,33.172999,-117.21997,Mallory,Wirth,2025-05-23,N
37103710138768,0691030,14427,Active,San Diego,San Diego County Office of Education,High Tech Middle Mesa,5331 Mount Alifan Drive Building 400,5331 Mt. Alifan Dr. Bldg. 400,San Diego,92111-2622,CA,2861 Womble Road Building 400,2861 Womble Rd. Bldg. 400,San Diego,92106,CA,(619) 510-4600,No Data,(619) 510-4601,http://www.hightechhigh.org,2019-08-26 00:00:00,No Data,Y,0756,Directly funded,0.0,County Office of Education (COE),62,Intermediate/Middle Schools (Public),TRAD,Traditional,INTMIDJR,Intermediate/Middle/Junior High,6-8,6-8,N,N,N,0602232,32.815661,-117.18079,Juliet,Mohnkern,2025-07-01,N
37103710138776,0691030,14415,Active,San Diego,San Diego County Office of Education,High Tech Elementary Mesa,5331 Mount Alifan Drive Building 200,5331 Mt. Alifan Dr. Bldg. 200,San Diego,92111-2622,CA,2861 Womble Road Building 200,2861 Womble Rd. Bldg. 200,San Diego,92106,CA,(619) 510-4620,No Data,(619) 510-4621,http://www.hightechhigh.org,2019-08-26 00:00:00,No Data,Y,0756,Directly funded,0.0,County Office of Education (COE),60,Elementary Schools (Public),TRAD,Traditional,ELEM,Elementary,K-5,K-5,N,N,N,0602049,32.815661,-117.18079,Monique,Knight,2025-07-01,N
37103710138792,0691030,14353,Active,San Diego,San Diego County Office of Education,JCS - Manzanita,5300 Jackson Drive,5300 Jackson Dr.,La Mesa,91942-6014,CA,5300 Jackson Drive,5300 Jackson Dr.,La Mesa,91942,CA,(619) 303-4344,No Data,(760) 765-3847,http://www.jcs-inc.org,2018-09-28 00:00:00,No Data,Y,2024,Directly funded,0.0,County Office of Education (COE),65,K-12 Schools (Public),TRAD,Traditional,ELEMHIGH,Elementary-High Combination,K-12,K-12,N,N,N,0601841,32.775721,-117.01398,Sheryl,McKay,2023-02-09,N
37103711996545,0691030,10620,Active,San Diego,San Diego County Office of Education,North Coastal Consortium Schools,"255 Pico Avenue, Room 220","255 Pico Ave., Rm. 220",San Marcos,92069-3709,CA,"255 Pico Avenue, Room 220","255 Pico Ave., Rm. 220",San Marcos,92069-3709,CA,(760) 307-1657,No Data,No Data,http://nccse.org,2001-07-01 00:00:00,No Data,N,No Data,No Data,0.0,County Office of Education (COE),09,Special Education Schools (Public),SPEC,Special Education School,ELEMHIGH,Elementary-High Combination,P-12,K-12,N,N,N,No Data,33.142539,-117.16504,Tiffany,Hazelwood,2025-07-08,N
37103713730041,0691030,No Data,Closed,San Diego,San Diego County Office of Education,Los Vecinos High,PO Box 67,PO Box 67,Campo,92006,CA,PO Box 67,PO Box 67,Campo,92006,CA,No Data,No Data,No Data,No Data,1980-07-01 00:00:00,1989-06-30 00:00:00,N,No Data,No Data,0.0,County Office of Education (COE),10,County Community,No Data,No Data,UG,Ungraded,No Data,No Data,No Data,No Data,N,No Data,No Data,No Data,No Data,No Data,1999-06-24,No Data
37103713730165,0691030,No Data,Merged,San Diego,San Diego County Office of Education,Community Schools - Central,"1430 Seventh Street, No. B","1430 Seventh St., No. B",San Diego,92101,CA,"1430 Seventh Street, No. B","1430 Seventh St., No. B",San Diego,92101,CA,No Data,No Data,No Data,No Data,1980-07-01 00:00:00,1987-06-22 00:00:00,N,No Data,No Data,0.0,County Office of Education (COE),14,Juvenile Court Schools,No Data,No Data,ELEMHIGH,Elementary-High Combination,K-12,No Data,No Data,No Data,N,No Data,No Data,No Data,No Data,No Data,1999-06-24,No Data
37103713730355,0691030,No Data,Merged,San Diego,San Diego County Office of Education,Community Schools - North,2037 Mission Avenue #B,2037 Mission Ave. #B,Oceanside,92054,CA,2037 Mission Avenue #B,2037 Mission Ave. #B,Oceanside,92054,CA,No Data,No Data,No Data,No Data,1980-07-01 00:00:00,1987-06-22 00:00:00,N,No Data,No Data,0.0,County Office of Education (COE),14,Juvenile Court Schools,No Data,No Data,ELEMHIGH,Elementary-High Combination,K-12,No Data,No Data,No Data,N,No Data,No Data,No Data,No Data,No Data,1999-06-24,No Data
37103713730389,0691030,No Data,Merged,San Diego,San Diego County Office of Education,Sarah Anthony School,2801 Meadow Lark Drive,2801 Meadow Lark Dr.,San Diego,92123,CA,2801 Meadow Lark Drive,2801 Meadow Lark Dr.,San Diego,92123,CA,No Data,No Data,No Data,No Data,1980-07-01 00:00:00,1987-06-22 00:00:00,N,No Data,No Data,0.0,County Office of Education (COE),14,Juvenile Court Schools,No Data,No Data,HS,High School,7-12,No Data,No Data,No Data,N,No Data,No Data,No Data,No Data,No Data,1999-06-24,No Data
37103713730397,0691030,No Data,Merged,San Diego,San Diego County Office of Education,Community Schools - East,445 E. Main Street,445 E. Main St.,San Diego,92101,CA,445 E. Main Street,445 E. Main St.,San Diego,92101,CA,No Data,No Data,No Data,No Data,1980-07-01 00:00:00,1987-06-22 00:00:00,N,No Data,No Data,0.0,County Office of Education (COE),14,Juvenile Court Schools,No Data,No Data,ELEMHIGH,Elementary-High Combination,K-12,No Data,No Data,No Data,N,No Data,No Data,No Data,No Data,No Data,1999-06-24,No Data
37103713730413,0691030,No Data,Merged,San Diego,San Diego County Office of Education,Community Schools - South,"1270 Picador, #K","1270 Picador, #K",San Diego,92101,CA,"1270 Picador, #K","1270 Picador, #K",San Diego,92101,CA,No Data,No Data,No Data,No Data,1980-07-01 00:00:00,1987-06-22 00:00:00,N,No Data,No Data,0.0,County Office of Education (COE),14,Juvenile Court Schools,No Data,No Data,ELEMHIGH,Elementary-High Combination,K-12,No Data,No Data,No Data,N,No Data,No Data,No Data,No Data,No Data,1999-06-24,No Data
37103713730710,0691030,09243,Closed,San Diego,San Diego County Office of Education,San Diego County Juvenile Court,2801 Meadow Lark Drive,2801 Meadow Lark Dr.,San Diego,92123,CA,"6401 Linda Vista Road, Room 216","6401 Linda Vista Rd., Rm. 216",San Diego,92111-7399,CA,No Data,No Data,No Data,Information Not Available,1974-07-01 00:00:00,2007-07-01 00:00:00,N,No Data,No Data,0.0,County Office of Education (COE),14,Juvenile Court Schools,JUV,Juvenile Court School,ELEMHIGH,Elementary-High Combination,K-12,K-12,No Data,No Data,N,No Data,No Data,No Data,No Data,No Data,2009-10-02,No Data
37103713730850,0691030,01162,Closed,San Diego,San Diego County Office of Education,Community Home Education,"6401 Linda Vista Road, Room 216","6401 Linda Vista Rd., Rm. 216",San Diego,92011-7399,CA,"6401 Linda Vista Road, Room 216","6401 Linda Vista Rd., Rm. 216",San Diego,92011-7399,CA,No Data,No Data,No Data,Information Not Available,1992-09-08 00:00:00,2008-06-30 00:00:00,N,No Data,No Data,0.0,County Office of Education (COE),13,Opportunity Schools,OPP,Opportunity School,ELEM,Elementary,K-12,K-8,No Data,No Data,N,No Data,No Data,No Data,No Data,No Data,2009-10-02,No Data
37103713731403,0691030,10371,Closed,San Diego,San Diego County Office of Education,South Region Community Day Schools,"800 National City Boulevard, Suite 110","800 National City Blvd., Ste. 110",National City,91950,CA,"800 National City Boulevard, Suite 110","800 National City Blvd., Ste. 110",National City,91950,CA,No Data,No Data,No Data,Information Not Available,2001-02-19 00:00:00,2009-06-30 00:00:00,N,No Data,No Data,0.0,County Office of Education (COE),69,District Community Day Schools,COMMDAY,Community Day School,HS,High School,7-12,7-12,No Data,No Data,N,No Data,No Data,No Data,No Data,No Data,2009-07-29,No Data
37103713731411,0691030,10372,Closed,San Diego,San Diego County Office of Education,Metro Region Community Day Schools,210 West Ash Street,210 West Ash St.,San Diego,92101,CA,210 West Ash Street,210 West Ash St.,San Diego,92101,CA,No Data,No Data,No Data,Information Not Available,2001-02-19 00:00:00,2009-06-30 00:00:00,N,No Data,No Data,0.0,County Office of Education (COE),69,District Community Day Schools,COMMDAY,Community Day School,HS,High School,7-12,7-12,No Data,No Data,N,No Data,No Data,No Data,No Data,No Data,2009-07-29,No Data
37103713731429,0691030,10373,Closed,San Diego,San Diego County Office of Education,North Region Community Day Schools,255 Pico Avenue,255 Pico Ave.,San Marcos,92069,CA,255 Pico Avenue,255 Pico Ave.,San Marcos,92069,CA,No Data,No Data,No Data,Information Not Available,2001-02-19 00:00:00,2009-06-30 00:00:00,N,No Data,No Data,0.0,County Office of Education (COE),69,District Community Day Schools,COMMDAY,Community Day School,HS,High School,7-12,7-12,No Data,No Data,N,No Data,No Data,No Data,No Data,No Data,2009-07-29,No Data
37103713731445,0691030,10621,Closed,San Diego,San Diego County Office of Education,East Region Community Day Schools,8374-6 Hercules Street,8374-6 Hercules St.,La Mesa,91942,CA,8374-6 Hercules Street,8374-6 Hercules St.,La Mesa,91942,CA,No Data,No Data,No Data,Information Not Available,2001-02-19 00:00:00,2007-07-02 00:00:00,N,No Data,No Data,0.0,County Office of Education (COE),69,District Community Day Schools,COMMDAY,Community Day School,HS,High School,7-12,7-12,No Data,No Data,N,No Data,No Data,No Data,No Data,No Data,2009-10-02,No Data
37103713731510,0691030,10622,Closed,San Diego,San Diego County Office of Education,Summit Schools,8374-6 Hercules,8374-6 Hercules,La Mesa,91942,CA,"6401 Linda Vista Road, Room 216","6401 Linda Vista Rd., Rm. 216",San Diego,92111-7399,CA,No Data,No Data,No Data,Information Not Available,1974-07-01 00:00:00,2007-06-29 00:00:00,N,No Data,No Data,0.0,County Office of Education (COE),10,County Community,COMM,County Community School,ELEMHIGH,Elementary-High Combination,K-12,K-12,No Data,No Data,N,No Data,No Data,No Data,No Data,No Data,2009-10-02,No Data
37103713732815,0691030,No Data,Merged,San Diego,San Diego County Office of Education,Hillcrest,4307 Third Avenue,4307 Third Ave.,San Diego,92103,CA,4307 Third Avenue,4307 Third Ave.,San Diego,92103,CA,No Data,No Data,No Data,No Data,1980-07-01 00:00:00,1989-06-30 00:00:00,N,No Data,No Data,0.0,County Office of Education (COE),14,Juvenile Court Schools,No Data,No Data,ELEMHIGH,Elementary-High Combination,K-12,No Data,No Data,No Data,N,No Data,No Data,No Data,No Data,No Data,1999-06-24,No Data
37103713736022,0691030,No Data,Merged,San Diego,San Diego County Office of Education,Rancho del Campo High--Rancho,PO Box 67,PO Box 67,Campo,92006,CA,PO Box 67,PO Box 67,Campo,92006,CA,No Data,No Data,No Data,No Data,1980-07-01 00:00:00,1987-06-22 00:00:00,N,No Data,No Data,0.0,County Office of Education (COE),14,Juvenile Court Schools,No Data,No Data,HS,High School,7-12,No Data,No Data,No Data,N,No Data,No Data,No Data,No Data,No Data,1999-06-24,No Data
37103713737327,0691030,No Data,Closed,San Diego,San Diego County Office of Education,San Diego Vocational High,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,1980-07-01 00:00:00,1984-07-19 00:00:00,N,No Data,No Data,0.0,County Office of Education (COE),14,Juvenile Court Schools,No Data,No Data,UG,Ungraded,No Data,No Data,No Data,No Data,N,No Data,No Data,No Data,No Data,No Data,1999-06-24,No Data
37103713737939,0691030,No Data,Merged,San Diego,San Diego County Office of Education,Sierra Vista High,2851 Meadow Lark Drive,2851 Meadow Lark Dr.,San Diego,92123,CA,2851 Meadow Lark Drive,2851 Meadow Lark Dr.,San Diego,92123,CA,No Data,No Data,No Data,No Data,1980-07-01 00:00:00,1987-06-22 00:00:00,N,No Data,No Data,0.0,County Office of Education (COE),14,Juvenile Court Schools,No Data,No Data,HS,High School,7-12,No Data,No Data,No Data,N,No Data,No Data,No Data,No Data,No Data,1999-06-24,No Data
37103716039317,0691030,No Data,Closed,San Diego,San Diego County Office of Education,Camp Cuyamaca,6401 Linda Vista Road,6401 Linda Vista Rd.,San Diego,92111,CA,6401 Linda Vista Road,6401 Linda Vista Rd.,San Diego,92111,CA,No Data,No Data,No Data,No Data,1980-07-01 00:00:00,1989-06-30 00:00:00,N,No Data,No Data,0.0,County Office of Education (COE),10,County Community,No Data,No Data,UG,Ungraded,No Data,No Data,No Data,No Data,N,No Data,No Data,No Data,No Data,No Data,1999-06-24,No Data
37103716039333,0691030,No Data,Closed,San Diego,San Diego County Office of Education,Camp Palomar,6401 Linda Vista Road,6401 Linda Vista Rd.,San Diego,92111,CA,6401 Linda Vista Road,6401 Linda Vista Rd.,San Diego,92111,CA,No Data,No Data,No Data,No Data,1980-07-01 00:00:00,1989-06-30 00:00:00,N,No Data,No Data,0.0,County Office of Education (COE),10,County Community,No Data,No Data,UG,Ungraded,No Data,No Data,No Data,No Data,N,No Data,No Data,No Data,No Data,No Data,1999-06-24,No Data
37103716040679,0691030,No Data,Closed,San Diego,San Diego County Office of Education,Hillcrest,4307 Third Avenue,4307 Third Ave.,San Diego,92103,CA,4307 Third Avenue,4307 Third Ave.,San Diego,92103,CA,No Data,No Data,No Data,No Data,1980-07-01 00:00:00,1989-06-30 00:00:00,N,No Data,No Data,0.0,County Office of Education (COE),10,County Community,No Data,No Data,UG,Ungraded,No Data,No Data,No Data,No Data,N,No Data,No Data,No Data,No Data,No Data,1999-06-24,No Data
37103716040687,0691030,No Data,Merged,San Diego,San Diego County Office of Education,Sarah Anthony,2801 Meadowlark Drive,2801 Meadowlark Dr.,San Diego,92123,CA,2801 Meadowlark Drive,2801 Meadowlark Dr.,San Diego,92123,CA,No Data,No Data,No Data,No Data,1980-07-01 00:00:00,1989-06-30 00:00:00,N,No Data,No Data,0.0,County Office of Education (COE),10,County Community,No Data,No Data,UG,Ungraded,No Data,No Data,No Data,No Data,N,No Data,No Data,No Data,No Data,No Data,1999-06-24,No Data
37103716069355,0691030,09244,Active,San Diego,San Diego County Office of Education,San Diego County Special Education,525 Third Street,525 Third St.,Imperial Beach,91932-1101,CA,525 Third Street,525 Third St.,Imperial Beach,91932-1101,CA,(858) 298-2213,No Data,(619) 423-6007,http://www.sdcoe.net,1980-07-01 00:00:00,No Data,N,No Data,No Data,0.0,County Office of Education (COE),09,Special Education Schools (Public),SPEC,Special Education School,ELEMHIGH,Elementary-High Combination,K-12,2-12,N,N,Y,No Data,32.587047,-117.12714,Rachel,Page,2023-05-02,N
37103716099378,0691030,No Data,Merged,San Diego,San Diego County Office of Education,Palomar Mountain Camp,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,1980-07-01 00:00:00,1989-06-30 00:00:00,N,No Data,No Data,0.0,County Office of Education (COE),10,County Community,No Data,No Data,UG,Ungraded,No Data,No Data,No Data,No Data,N,No Data,No Data,No Data,No Data,No Data,1999-06-24,No Data
37103716099709,0691030,No Data,Closed,San Diego,San Diego County Office of Education,Camp San Jose,32359 Fink Road,32359 Fink Rd.,Warner Springs,92086,CA,32359 Fink Road,32359 Fink Rd.,Warner Springs,92086,CA,No Data,No Data,No Data,No Data,1980-07-01 00:00:00,1989-06-30 00:00:00,N,No Data,No Data,0.0,County Office of Education (COE),10,County Community,No Data,No Data,UG,Ungraded,No Data,No Data,No Data,No Data,N,No Data,No Data,No Data,No Data,No Data,1999-06-24,No Data
37103716104087,0691030,No Data,Merged,San Diego,San Diego County Office of Education,Friendship,2308 E. Sixth Street,2308 E. Sixth St.,National City,92050,CA,2308 E. Sixth Street,2308 E. Sixth St.,National City,92050,CA,No Data,No Data,No Data,No Data,1980-07-01 00:00:00,1989-06-30 00:00:00,N,No Data,No Data,0.0,County Office of Education (COE),09,Special Education Schools (Public),No Data,No Data,UG,Ungraded,No Data,No Data,No Data,No Data,N,No Data,No Data,No Data,No Data,No Data,1999-06-24,No Data
37103716119119,0691030,10374,Active,San Diego,San Diego County Office of Education,Literacy First Charter,799 East Washington Avenue,799 East Washington Ave.,El Cajon,92020-5327,CA,799 East Washington Avenue,799 East Washington Ave.,El Cajon,92020-5327,CA,(619) 579-7232,No Data,(619) 579-5730,http://www.lfcsinc.org,2001-08-21 00:00:00,No Data,Y,0405,Directly funded,0.0,County Office of Education (COE),65,K-12 Schools (Public),TRAD,Traditional,ELEMHIGH,Elementary-High Combination,K-12,K-12,N,N,Y,0602098,32.787667,-116.95201,Debbie,Beyer,2025-05-23,N
37679670000000,0602100,No Data,Active,San Diego,Alpine Union Elementary,No Data,2001 Tavern Rd,2001 Tavern Rd,Alpine,91901-2104,CA,2001 Tavern Rd,2001 Tavern Rd,Alpine,91901-2104,CA,(619) 445-3236,No Data,(619) 445-7045,http://www.alpineschools.net,No Data,No Data,No Data,No Data,No Data,52.0,Elementary School District,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,32.824651,-116.77533,Richard,Newman,2022-03-23,No Data
37679670128595,0602100,13668,Closed,San Diego,Alpine Union Elementary,Endeavour Academy,3450 Clairemont Drive,3450 Clairemont Dr.,San Diego,92117-5937,CA,3450 Clairemont Drive,3450 Clairemont Dr.,San Diego,92117-5937,CA,No Data,No Data,No Data,Information Not Available,2013-08-19 00:00:00,2015-06-30 00:00:00,Y,1566,No Data,52.0,Elementary School District,65,K-12 Schools (Public),TRAD,Traditional,ELEM,Elementary,K-12,K-7,N,N,N,No Data,32.803780,-117.19935,No Data,No Data,2015-07-01,No Data
37679676037519,0602100,00091,Closed,San Diego,Alpine Union Elementary,Alpine Elementary,1850 Alpine Boulevard,1850 Alpine Blvd.,Alpine,91901-3898,CA,1850 Alpine Boulevard,1850 Alpine Blvd.,Alpine,91901-3898,CA,No Data,No Data,No Data,Information Not Available,1980-07-01 00:00:00,2019-06-25 00:00:00,N,No Data,No Data,52.0,Elementary School District,60,Elementary Schools (Public),TRAD,Traditional,ELEM,Elementary,1-5,1-5,N,N,N,No Data,32.837485,-116.77454,No Data,No Data,2019-06-26,No Data
