ANCHORNAME,ADDRESS,CITY,STATECODE,ZIP5,ZIP4,LATITUDE,LONGITUDE,CAICAT,BBSERVICE,PublicWifi,URL,FULLFIPSID,CAIID,CAIType,ConProvide,ConType,ConMedium,ConSpeed,geometry,index_right,BlockCode,DBA,FRN,TechCode,Consumer,MaxAdDn,MaxAdUp,MaxDnTier,MaxUpTier,Shape_Leng,Shape_Area,has_coverage
St. Dominic School,2005 Merton Ave,Los Angeles,CA,90041,,34.138128,-118.211605,1,U,U,U,060371814003010,19647336963700_78,Private Schools,Unknown/Did not provide,Unknown/Did not provide,Unknown/Did not provide,Unknown/Did not provide,POINT Z (-118.21160418799997 34.13812838200005 0),,,,,,,,,,,,,False
ST. ELISABETH SCHOOL,6635 Tobias Avenue,Van Nuys,CA,91405,,34.1917579337,-118.452315817,1,U,U,U,060371278053002,19647336963700_80,Private Schools,Unknown/Did not provide,Unknown/Did not provide,Unknown/Did not provide,Unknown/Did not provide,POINT Z (-118.45231581699994 34.191757934000066 0),,,,,,,,,,,,,False
St. Genevieve Elementary School,14024 Community Street,Panorama City,CA,91402,,34.222641,-118.439089,1,U,U,U,060371199003013,19647336963900,Private Schools,Unknown/Did not provide,Unknown/Did not provide,Unknown/Did not provide,Unknown/Did not provide,POINT Z (-118.43908817499994 34.22264101800005 0),,,,,,,,,,,,,False
Sts. Peter and Paul School,706 Bay View Avenue,Wilmington,CA,90744,,33.7786299201,-118.269531613,1,U,U,U,060372948102000,19647336964500_99,Private Schools,Unknown/Did not provide,Unknown/Did not provide,Unknown/Did not provide,Unknown/Did not provide,POINT Z (-118.26953161299997 33.77862992000007 0),,,,,,,,,,,,,False
St. Turibius Elementary,1524 Essex Street,Los Angeles,CA,90021,,34.027839,-118.248991,1,U,U,U,060372260022045,19647336964700,Private Schools,Unknown/Did not provide,Unknown/Did not provide,Unknown/Did not provide,Unknown/Did not provide,POINT Z (-118.24898969999998 34.02783885600007 0),,,,,,,,,,,,,False
Santa Isabel,2424 Whittier Boulevard,Los Angeles,CA,90023,,34.0335458016,-118.215133679,1,U,U,U,060372047002007,19647336964800_112,Private Schools,Unknown/Did not provide,Unknown/Did not provide,Unknown/Did not provide,Unknown/Did not provide,POINT Z (-118.21513367899996 34.03354580200005 0),,,,,,,,,,,,,False
The Pines Christian School,25200 S. Western Ave.,Harbor City,CA,90710,,33.79579,-118.307521,1,U,U,U,060372933022016,19647336965000,Private Schools,Unknown/Did not provide,Unknown/Did not provide,Unknown/Did not provide,Unknown/Did not provide,POINT Z (-118.30752003099997 33.79579008700006 0),,,,,,,,,,,,,False
Berkeley Hall School,16000 Mulholland Drive,Los Angeles,CA,90049,,34.1263910624,-118.482170265,1,U,U,U,060372623011000,19647336967800,Private Schools,Unknown/Did not provide,Unknown/Did not provide,Unknown/Did not provide,Unknown/Did not provide,POINT Z (-118.48217026499998 34.12639106300003 0),,,,,,,,,,,,,False
Curtis School,15871 Mulholland Drive,Los Angeles,CA,90049,,34.12916,-118.479441,1,U,U,U,060371415001024,19647336983200,Private Schools,Unknown/Did not provide,Unknown/Did not provide,Unknown/Did not provide,Unknown/Did not provide,POINT Z (-118.47944004399994 34.12916009000003 0),,,,,,,,,,,,,False
Abraham Joshua Heschel Day School,17701 Devonshire Street,Northridge,CA,91325,,34.25763,-118.519791,1,U,U,U,060371113032021,19647336986700,Private Schools,Unknown/Did not provide,Unknown/Did not provide,Unknown/Did not provide,Unknown/Did not provide,POINT Z (-118.51979011899999 34.257630058000075 0),,,,,,,,,,,,,False
"Westland School,, The",16200 Mulholland Dr,Los Angeles,CA,90049,,34.1294611515,-118.485886077,1,U,U,U,060372623011000,19647336983200_117,Private Schools,Unknown/Did not provide,Unknown/Did not provide,Unknown/Did not provide,Unknown/Did not provide,POINT Z (-118.48588607699998 34.129461151000044 0),,,,,,,,,,,,,False
Heritage Christian School,17531 Rinaldi Street,Granada Hills,CA,91344,,34.2801300642,-118.515830649,1,U,U,U,060371066433012,19647336998700,Private Schools,Unknown/Did not provide,Unknown/Did not provide,Unknown/Did not provide,Unknown/Did not provide,POINT Z (-118.51583064899995 34.28013006400005 0),,,,,,,,,,,,,False
"Wildwood School, Inc.",11811 W Olympic Blvd,Los Angeles,CA,90064,,34.0335329445,-118.451170915,1,U,U,U,060372676002005,19647336994800,Private Schools,Unknown/Did not provide,Unknown/Did not provide,Unknown/Did not provide,Unknown/Did not provide,POINT Z (-118.45117091499998 34.03353294400006 0),,,,,,,,,,,,,False
Calvary Christian School,701 Palisades Drive,Pacific Palisades,CA,90272,,34.0483823394,-118.553282116,1,U,U,U,060379800191018,19647337066400,Private Schools,Unknown/Did not provide,Unknown/Did not provide,Unknown/Did not provide,Unknown/Did not provide,POINT Z (-118.55328211599999 34.04838233900006 0),,,,,,,,,,,,,False
First United Methodist Church/Glenoaks Christian Elementary School,1525 Glenoaks Boulevard,San Fernando,CA,91340,,34.2950684598,-118.432669494,1,U,U,U,060373201012010,19647337084300,Private Schools,Unknown/Did not provide,Unknown/Did not provide,Unknown/Did not provide,Unknown/Did not provide,POINT Z (-118.43266949399998 34.29506846000004 0),,,,,,,,,,,,,False
Al Falaq Meraj Academy,11070 Old Santa Susana Pass Rd,Chatsworth,CA,91311,,34.2714928719,-118.606406328,1,U,U,U,060371132112000,19647337084600,Private Schools,Unknown/Did not provide,Unknown/Did not provide,Unknown/Did not provide,Unknown/Did not provide,POINT Z (-118.60640632799999 34.27149287100008 0),,,,,,,,,,,,,False
Village Glen School,13130 Burbank Boulevard,Sherman Oaks,CA,91401,,34.171154197,-118.419256094,1,U,U,U,060371236013005,19647337102000,Private Schools,Unknown/Did not provide,Unknown/Did not provide,Unknown/Did not provide,Unknown/Did not provide,POINT Z (-118.41925609499998 34.17115419700008 0),,,,,,,,,,,,,False
Sunrise School,13130 Burbank Boulevard,Sherman Oaks,CA,91401,,34.171154197,-118.419256094,1,U,U,U,060371236013005,19647337102200,Private Schools,Unknown/Did not provide,Unknown/Did not provide,Unknown/Did not provide,Unknown/Did not provide,POINT Z (-118.41925609499998 34.17115419700008 0),,,,,,,,,,,,,False
Creative Hands  Active Learning Aacademy Inc,2609 West Martin Luther King Bl Jr,Los Angeles,CA,90008,,34.010777,-118.321494,1,U,U,U,060372340013002,19647337093200,Private Schools,Unknown/Did not provide,Unknown/Did not provide,Unknown/Did not provide,Unknown/Did not provide,POINT Z (-118.32149262099995 34.010776648000046 0),,,,,,,,,,,,,False
"Heritage Christian School, Bell Gardens, California",8300 Eastern Ave,Bell Gardens,CA,90201,,33.9562653119,-118.163613103,1,U,U,U,060375342023009,19648086137400,Private Schools,Unknown/Did not provide,Unknown/Did not provide,Unknown/Did not provide,Unknown/Did not provide,POINT Z (-118.16361310299999 33.95626531200003 0),,,,,,,,,,,,,False
Excellence In Education Academy,2640 South Myrtle Avenue Suite A7,Monrovia,CA,91016,,34.116899,-118.001353,1,U,U,U,060374312004017,19647907080900,Private Schools,Unknown/Did not provide,Unknown/Did not provide,Unknown/Did not provide,Unknown/Did not provide,POINT Z (-118.00135239699995 34.11689920400005 0),,,,,,,,,,,,,False
St. Emydius School,10990 California Avenue,Lynwood,CA,90262,,33.9330281266,-118.207820264,1,U,U,U,060375402023007,19647746963700,Private Schools,Unknown/Did not provide,Unknown/Did not provide,Unknown/Did not provide,Unknown/Did not provide,POINT Z (-118.20782026399996 33.93302812600007 0),,,,,,,,,,,,,False
Cantwell–Sacred Heart of Mary High School,329 North Garfield Avenue,Montebello,CA,90640,,34.017169,-118.129577,1,U,U,U,060375302023032,19648086934400,Private Schools,Unknown/Did not provide,Unknown/Did not provide,Unknown/Did not provide,Unknown/Did not provide,POINT Z (-118.12957637699998 34.017168566000066 0),,,,,,,,,,,,,False
New Harvest Christian,11364 East Imperial Highway,Norwalk,CA,90650,,33.9166096721,-118.091178473,1,U,U,U,060375520011000,19648407084600,Private Schools,Unknown/Did not provide,Unknown/Did not provide,Unknown/Did not provide,Unknown/Did not provide,POINT Z (-118.09117847299996 33.91660967200005 0),,,,,,,,,,,,,False
Peninsula Heritage School,26944 And 26825 Rolling Hills Road,Rolling Hills Estates,CA,90274,,33.77825,-118.342821,1,U,U,U,060376702012013,19648656983300,Private Schools,Unknown/Did not provide,Unknown/Did not provide,Unknown/Did not provide,Unknown/Did not provide,POINT Z (-118.34282011899995 33.778250082000056 0),,,,,,,,,,,,,False
Westside Christian,40027 11Th Street West,Palmdale,CA,93551,,34.6100060497,-118.150546719,1,U,U,U,060379102181044,19648577024600,Private Schools,Unknown/Did not provide,Unknown/Did not provide,Unknown/Did not provide,Unknown/Did not provide,POINT Z (-118.15054671899998 34.61000605000004 0),,,,,,,,,,,,,False
Alverno Heights Academy,200 North Michillinda Avenue,Sierra Madre,CA,91024,,34.1654786203,-118.066942307,1,U,U,U,060374305026004,19648816934200,Private Schools,Unknown/Did not provide,Unknown/Did not provide,Unknown/Did not provide,Unknown/Did not provide,POINT Z (-118.06694230799997 34.165478620000044 0),,,,,,,,,,,,,False
St. Philip the Apostle,1363 Cordova Street,Pasadena,CA,91106,,34.1431115952,-118.122150486,1,U,U,U,060374635001007,19648816964500,Private Schools,Unknown/Did not provide,Unknown/Did not provide,Unknown/Did not provide,Unknown/Did not provide,POINT Z (-118.12215048599995 34.14311159500005 0),,,,,,,,,,,,,False
Walden School,74 South San Gabriel Blvd,Pasadena,CA,91107,,34.1448304456,-118.094152571,1,U,U,U,060374632003007,19648816983200,Private Schools,Unknown/Did not provide,Unknown/Did not provide,Unknown/Did not provide,Unknown/Did not provide,POINT Z (-118.09415257199998 34.144830445000025 0),,,,,,,,,,,,,False
Marianne Frostig Center of Educational Therapy,971 North Altadena Dr.,Pasadena,CA,91107,,34.1626983766,-118.099305877,1,U,U,U,060374625002007,19648816982200,Private Schools,Unknown/Did not provide,Unknown/Did not provide,Unknown/Did not provide,Unknown/Did not provide,POINT Z (-118.09930587799994 34.16269837600004 0),,,,,,,,,,,,,False
Lighthouse Christian Academy,1424 Yale Street,Santa Monica,CA,90404,,34.035237,-118.471126,1,U,U,U,060377017012000,19649806149400,Private Schools,Unknown/Did not provide,Unknown/Did not provide,Unknown/Did not provide,Unknown/Did not provide,POINT Z (-118.47112532399996 34.03523681400003 0),,,,,,,,,,,,,False
Saints Felicitas and Perpetua School,2955 Huntington Drive,San Marino,CA,91108,,34.1274324836,-118.09252759,1,U,U,U,060374642002009,19649646963800,Private Schools,Unknown/Did not provide,Unknown/Did not provide,Unknown/Did not provide,Unknown/Did not provide,POINT Z (-118.09252758999997 34.12743248400005 0),,,,,,,,,,,,,False
St. Joseph Elementary School,1200 W. Holt Ave.,Pomona,CA,91768,,34.0624810323,-117.726504691,1,U,U,U,060374027023000,19649076964100,Private Schools,Unknown/Did not provide,Unknown/Did not provide,Unknown/Did not provide,Unknown/Did not provide,POINT Z (-117.72650469099995 34.06248103200005 0),,,,,,,,,,,,,False
New Roads School,3131 Olympic Boulevard,Santa Monica,CA,90404,,34.031016,-118.461163,1,U,U,U,060377018011021,19649807098500,Private Schools,Unknown/Did not provide,Unknown/Did not provide,Unknown/Did not provide,Unknown/Did not provide,POINT Z (-118.46116209199994 34.031016442000066 0),,,,,,,,,,,,,False
Saint Monica Catholic High School,1030 Lincoln Boulevard,Santa Monica,CA,90403,,34.0239581861,-118.497459296,1,U,U,U,060377014024000,19649806936000,Private Schools,Unknown/Did not provide,Unknown/Did not provide,Unknown/Did not provide,Unknown/Did not provide,POINT Z (-118.49745929599999 34.02395818600007 0),,,,,,,,,,,,,False
St. Catherine Laboure Elementary,3846 Redondo Beach Boulevard,Torrance,CA,90504,,33.878417,-118.34046,1,U,U,U,060376037022010,19650606963600,Private Schools,Unknown/Did not provide,Unknown/Did not provide,Unknown/Did not provide,Unknown/Did not provide,POINT Z (-118.34045875699996 33.878416953000055 0),,,,,,,,,,,,,False
First Lutheran,2900 West Carson Street,Torrance,CA,90503,,33.8303700646,-118.338726016,1,U,U,U,060376508022000,19650606967900,Private Schools,Unknown/Did not provide,Unknown/Did not provide,Unknown/Did not provide,Unknown/Did not provide,POINT Z (-118.33872601599995 33.83037006500007 0),,,,,,,,,,,,,False
Freedom Christian Academy,12911 Hadley St,Whittier,CA,90601,,33.98272,-118.038442,1,U,U,U,060375015042010,19651106160900,Private Schools,Unknown/Did not provide,Unknown/Did not provide,Unknown/Did not provide,Unknown/Did not provide,POINT Z (-118.03844119299998 33.982720104000066 0),,,,,,,,,,,,,False
Nativity Catholic Elementary,2371 Carson Street,Torrance,CA,90501,,33.831329,-118.325606,1,U,U,U,060376509013047,19650606962700,Private Schools,Unknown/Did not provide,Unknown/Did not provide,Unknown/Did not provide,Unknown/Did not provide,POINT Z (-118.32560487499995 33.83132882500007 0),,,,,,,,,,,,,False
"Beach Cities Learning, San Gabriel",600 East Grand,San Gabriel,CA,91776,,34.091698,-118.09344,1,U,U,U,060374811032014,19752916156900,Private Schools,Unknown/Did not provide,Unknown/Did not provide,Unknown/Did not provide,Unknown/Did not provide,POINT Z (-118.09343947199994 34.09169800700005 0),,,,,,,,,,,,,False
St. Martha Elementary School,440 North Azusa Avenue,Valinda,CA,91744,,34.02522,-117.9173,1,U,U,U,060374081332002,19734526964300,Private Schools,Unknown/Did not provide,Unknown/Did not provide,Unknown/Did not provide,Unknown/Did not provide,POINT Z (-117.91729874299995 34.025220029000025 0),,,,,,,,,,,,,False
San Gabriel Mission Elementary,416 South Mission Drive,San Gabriel,CA,91776,,34.097152,-118.108335,1,U,U,U,060374811011003,19752916982900_119,Private Schools,Unknown/Did not provide,Unknown/Did not provide,Unknown/Did not provide,Unknown/Did not provide,POINT Z (-118.10833389299995 34.09715181800004 0),,,,,,,,,,,,,False
ALLAIS SCHOOL,20525 Valley Blvd.,Walnut,CA,91789,,34.011483,-117.856262,1,U,U,U,060374034021015,19734606159300,Private Schools,Unknown/Did not provide,Unknown/Did not provide,Unknown/Did not provide,Unknown/Did not provide,POINT Z (-117.85626112899996 34.01148278000005 0),,,,,,,,,,,,,False
San Gabriel Mission High School,254 South Santa Anita Street,San Gabriel,CA,91776,,34.099136,-118.107258,1,U,U,U,060374811011003,19752916935800_120,Private Schools,Unknown/Did not provide,Unknown/Did not provide,Unknown/Did not provide,Unknown/Did not provide,POINT Z (-118.10725723299998 34.09913570200007 0),,,,,,,,,,,,,False
Grace Mennonite School,7200 N Central Ave,Winton,CA,95388,,37.392832,-120.649831,1,U,U,U,060470005051022,24656316900700,Private Schools,Unknown/Did not provide,Unknown/Did not provide,Unknown/Did not provide,Unknown/Did not provide,POINT Z (-120.64982962199997 37.39283229700004 0),,,,,,,,,,,,,False
Beacon Day School,24 Centerpointe Drive,La Palma,CA,90623,,33.8611926605,-118.032737808,1,U,U,U,060591101151009,30664566130500,Private Schools,Unknown/Did not provide,Unknown/Did not provide,Unknown/Did not provide,Unknown/Did not provide,POINT Z (-118.03273780799998 33.861192661000075 0),,,,,,,,,,,,,False
St. Anne School,32451 Bear Brand Road,Laguna Niguel,CA,92677,,33.4915269724,-117.70417761,1,U,U,U,060590423322011,30664647081300,Private Schools,Unknown/Did not provide,Unknown/Did not provide,Unknown/Did not provide,Unknown/Did not provide,POINT Z (-117.70417760999999 33.49152697200003 0),,,,,,,,,,,,,False
Mission Basilica School,31641 El Camino Real,San Juan Capistrano,CA,92675,,33.50345,-117.662134,1,U,U,U,060590423121020,30664646965100,Private Schools,Unknown/Did not provide,Unknown/Did not provide,Unknown/Did not provide,Unknown/Did not provide,POINT Z (-117.66213305799994 33.50344997000008 0),,,,,,,,,,,,,False
St. Junipero Serra Catholic School,23652 Antonio Parkway,Rancho Santa Margarita,CA,92688,,33.619538,-117.611943,1,U,U,U,060590320533009,30664647088800,Private Schools,Unknown/Did not provide,Unknown/Did not provide,Unknown/Did not provide,Unknown/Did not provide,POINT Z (-117.61194168699996 33.619538488000046 0),,,,,,,,,,,,,False
Aquinas International Academy,6 Centerpointe Drive Suite 701,La Palma,CA,90623,,33.8600795894,-118.029245308,1,U,U,U,060591101151007,30665226152700,Private Schools,Unknown/Did not provide,Unknown/Did not provide,Unknown/Did not provide,Unknown/Did not provide,POINT Z (-118.02924530899998 33.860079590000055 0),,,,,,,,,,,,,False
American Institute of the Gifted and Talented,1968 S. Coast Hwy.,Laguna Beach,CA,92651,,33.527582,-117.769833,1,U,U,U,060590626202018,30665556159900,Private Schools,Unknown/Did not provide,Unknown/Did not provide,Unknown/Did not provide,Unknown/Did not provide,POINT Z (-117.76983192899996 33.52758216800004 0),,,,,,,,,,,,,False
Futures Academy - Newport Beach,"18881 Von Karman Ave., Suite 900",Irvine,CA,92612,,33.6711245001,-117.858853804,1,U,U,U,060590626105057,30665976149200,Private Schools,Unknown/Did not provide,Unknown/Did not provide,Unknown/Did not provide,Unknown/Did not provide,POINT Z (-117.85885380399998 33.671124500000076 0),,,,,,,,,,,,,False
Sage Hill School,20402 Newport Coast Drive,Newport Coast,CA,92657,,33.6186095622,-117.823116194,1,U,U,U,060590626434001,30665977101000,Private Schools,Unknown/Did not provide,Unknown/Did not provide,Unknown/Did not provide,Unknown/Did not provide,POINT Z (-117.82311619499995 33.618609562000074 0),,,,,,,,,,,,,False
Our Lady Queen of Angels School,2046 Mar Vista Drive,Newport Beach,CA,92660,,33.6316315083,-117.878167217,1,U,U,U,060590630041006,30665976965100,Private Schools,Unknown/Did not provide,Unknown/Did not provide,Unknown/Did not provide,Unknown/Did not provide,POINT Z (-117.87816721699994 33.631631508000055 0),,,,,,,,,,,,,False
Oakridge Private,19111 Villa Park Road,Orange,CA,92869,,33.8110189542,-117.799030194,1,U,U,U,060590219131000,30666216915600,Private Schools,Unknown/Did not provide,Unknown/Did not provide,Unknown/Did not provide,Unknown/Did not provide,POINT Z (-117.79903019399995 33.811018954000076 0),,,,,,,,,,,,,False
Heritage Oak Private Education,16971 Imperial Hwy,Yorba Linda,CA,92886,,33.90224,-117.837571,1,U,U,U,060590218311039,30666476988300,Private Schools,Unknown/Did not provide,Unknown/Did not provide,Unknown/Did not provide,Unknown/Did not provide,POINT Z (-117.83757003699998 33.902240033000055 0),,,,,,,,,,,,,False
Calvary Chapel Private School Program,3232 West Macarthur Boulevard,Santa Ana,CA,92704,,33.7005783818,-117.912687401,1,U,U,U,060590741063009,30666706202700,Private Schools,Unknown/Did not provide,Unknown/Did not provide,Unknown/Did not provide,Unknown/Did not provide,POINT Z (-117.91268740099997 33.70057838200006 0),,,,,,,,,,,,,False
